ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
215730_at	0.704	0.2452835	1.1833414	-4.7106	0.67322102	VGLL1	vestigial like family member 1
219593_at	0.69	0.2262607	-1.2335056	-4.7107	-0.82807126	SLC15A3	solute carrier family 15 member 3
203888_at	0.705	0.2462519	1.1808657	-4.7108	0.66622369	THBD	thrombomodulin
200911_s_at	0.584	0.1189215	-1.6017283	-4.711	-0.34948929	TACC1	transforming acidic coiled-coil containing protein 1
211691_x_at	0.689	0.2248682	-1.237299	-4.7111	-0.67861239		
216271_x_at	0.704	0.2457705	-1.1820955	-4.7113	-0.69299613	SYDE1	synapse defective Rho GTPase homolog 1
222144_at	0.704	0.2454739	1.182854	-4.7114	0.65785976	KIF17	kinesin family member 17
206431_x_at	0.608	0.1393774	-1.5153581	-4.7115	-0.44286259	TBC1D9B	TBC1 domain family member 9B
207573_x_at	0.601	0.1312296	-1.5484393	-4.7116	-0.40483125	ATP5L	ATP synthase, H+ transporting, mitochondrial Fo complex subunit G
207163_s_at	0.655	0.1843766	-1.3563113	-4.7118	-0.79957879	AKT1	AKT serine/threonine kinase 1
202925_s_at	0.673	0.2041699	-1.2958869	-4.7118	-0.5553305	PLAGL2	PLAG1 like zinc finger 2
213640_s_at	0.698	0.2381125	1.2019018	-4.7119	0.76731017	LOX	lysyl oxidase
204884_s_at	0.704	0.2447967	1.1845886	-4.7119	0.81769475	HUS1	HUS1 checkpoint clamp component
213180_s_at	0.682	0.2154352	-1.2634719	-4.712	-0.71018885	GOSR2	golgi SNAP receptor complex member 2
217023_x_at	0.671	0.2010744	-1.3050315	-4.712	-0.56078676	TPSB2///TPSAB1	tryptase beta 2 (gene/pseudogene)///tryptase alpha/beta 1
208610_s_at	0.588	0.1220718	-1.5876746	-4.712	-0.56925943	SRRM2	serine/arginine repetitive matrix 2
216522_at	0.703	0.2442009	1.1861177	-4.7121	0.71824164	OR2B6	olfactory receptor family 2 subfamily B member 6
215199_at	0.705	0.246512	1.1802018	-4.7121	0.73570841	CALD1	caldesmon 1
201342_at	0.655	0.185216	-1.3536498	-4.7123	-0.52650711	SNRPC	small nuclear ribonucleoprotein polypeptide C
220877_at	0.705	0.2463254	1.1806781	-4.7125	0.80934419		
218503_at	0.657	0.1879036	-1.3451903	-4.7127	-0.75606062	FOCAD	focadhesin
212748_at	0.656	0.1877389	-1.3457058	-4.7128	-0.60222283	MKL1	megakaryoblastic leukemia (translocation) 1
221460_at	0.694	0.2342179	-1.2121555	-4.7129	-0.65942993	OR2C1	olfactory receptor family 2 subfamily C member 1
207776_s_at	0.703	0.2433498	1.1883066	-4.7129	0.85937938	CACNB2	calcium voltage-gated channel auxiliary subunit beta 2
210244_at	0.703	0.2440187	-1.1865856	-4.713	-0.64336039	CAMP	cathelicidin antimicrobial peptide
202857_at	0.598	0.1298638	-1.5541466	-4.7131	-0.42473512	CNPY2	canopy FGF signaling regulator 2
202710_at	0.645	0.1729231	1.3936044	-4.7133	0.42759896	BET1	Bet1 golgi vesicular membrane trafficking protein
45749_at	0.609	0.1405978	-1.5105384	-4.7133	-0.46670796	FAM65A	family with sequence similarity 65 member A
208361_s_at	0.689	0.2244357	-1.2384809	-4.7136	-0.66821584	POLR3D	RNA polymerase III subunit D
215905_s_at	0.676	0.2075254	-1.2860929	-4.7138	-0.72153017	SNRNP40	small nuclear ribonucleoprotein U5 subunit 40
206376_at	0.694	0.2341987	1.2122064	-4.7139	0.84535732	SLC6A15	solute carrier family 6 member 15
210600_s_at	0.704	0.2458036	1.1820109	-4.7139	0.79077912	GRK4	G protein-coupled receptor kinase 4
218399_s_at	0.696	0.2358704	-1.2077895	-4.7141	-0.58304402	CDCA4	cell division cycle associated 4
209203_s_at	0.693	0.2313403	1.2198131	-4.7142	0.76710946	BICD2	BICD cargo adaptor 2
204425_at	0.693	0.2322056	1.217503	-4.7142	0.75957995	ARHGAP4	Rho GTPase activating protein 4
220005_at	0.698	0.2377464	1.2028603	-4.7143	0.81615662	P2RY13	purinergic receptor P2Y13
219599_at	0.605	0.1350318	1.532801	-4.7143	0.63971892	EIF4B	eukaryotic translation initiation factor 4B
205884_at	0.686	0.2210196	1.2478759	-4.7145	0.69262841	ITGA4	integrin subunit alpha 4
209930_s_at	0.701	0.2418321	-1.1922238	-4.7146	-0.64675684	NFE2	nuclear factor, erythroid 2
221101_at	0.704	0.2450255	1.1840023	-4.7147	0.6309013		
216305_s_at	0.684	0.2188012	-1.2540355	-4.7147	-0.70075241	GCFC2	GC-rich sequence DNA-binding factor 2
203976_s_at	0.704	0.2450551	-1.1839265	-4.7148	-0.68393367	CHAF1A	chromatin assembly factor 1 subunit A
220214_at	0.7	0.240747	1.1950356	-4.7149	0.6368877	ZNF215	zinc finger protein 215
213114_at	0.705	0.2466759	1.179784	-4.7149	0.70231925		
201129_at	0.621	0.1524106	1.4655421	-4.7153	0.48668153	SRSF7	serine and arginine rich splicing factor 7
219181_at	0.698	0.2391006	1.1993202	-4.7153	0.82971326	LIPG	lipase G, endothelial type
212520_s_at	0.608	0.1395694	-1.5145974	-4.7157	-0.60958839	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
205167_s_at	0.704	0.2448118	-1.1845499	-4.7157	-0.84070303	CDC25C	cell division cycle 25C
220996_s_at	0.705	0.2469622	-1.1790541	-4.7157	-0.71989016	SHCBP1L	SHC binding and spindle associated 1 like
221346_at	0.706	0.2483953	-1.1754113	-4.7157	-0.58009787	OR10J1	olfactory receptor family 10 subfamily J member 1
215565_at	0.706	0.2475052	-1.1776721	-4.7161	-0.71630471	LOC101929272	uncharacterized LOC101929272
216779_at	0.698	0.23785	1.202589	-4.7165	0.66131342	CYLC1	cylicin 1
215450_at	0.676	0.2076144	1.2858346	-4.7165	0.73008253	SNRPE	small nuclear ribonucleoprotein polypeptide E
209813_x_at	0.652	0.1808728	-1.3675237	-4.7167	-0.52658608	TARP///TRGV9///TRGC2	TCR gamma alternate reading frame protein///T cell receptor gamma variable 9///T cell receptor gamma constant 2
205420_at	0.681	0.2143799	1.2664531	-4.7167	0.60936156	PEX7	peroxisomal biogenesis factor 7
212073_at	0.684	0.2182766	-1.255499	-4.7167	-0.77033995	CSNK2A1	casein kinase 2 alpha 1
215952_s_at	0.605	0.1344634	-1.535116	-4.7168	-0.82305547	OAZ1	ornithine decarboxylase antizyme 1
206734_at	0.658	0.1891012	1.3414507	-4.7169	0.59464843	JRKL	JRK-like
206530_at	0.695	0.2345177	-1.2113618	-4.7169	-0.60534692	RAB30	RAB30, member RAS oncogene family
219704_at	0.703	0.244328	-1.1857913	-4.717	-0.58821619	YBX2	Y-box binding protein 2
209352_s_at	0.649	0.1779628	-1.3769649	-4.717	-0.67407004	SIN3B	SIN3 transcription regulator family member B
203647_s_at	0.673	0.2033791	-1.2982131	-4.717	-0.65966217	FDX1	ferredoxin 1
206489_s_at	0.707	0.2494753	-1.1726758	-4.717	-0.59478711	DLGAP1	DLG associated protein 1
201657_at	0.682	0.2160609	1.2617093	-4.717	0.59026742	ARL1	ADP ribosylation factor like GTPase 1
215852_x_at	0.655	0.1858406	1.3516753	-4.7171	0.68900185	SOGA1	suppressor of glucose, autophagy associated 1
206177_s_at	0.693	0.2324977	1.2167247	-4.7172	0.70982601	ARG1	arginase 1
222121_at	0.706	0.2487396	1.1745383	-4.7173	0.74593682	ARHGEF26	Rho guanine nucleotide exchange factor 26
201618_x_at	0.66	0.1913335	-1.3345288	-4.7173	-0.65138328	GPAA1	glycosylphosphatidylinositol anchor attachment 1
204323_x_at	0.692	0.2306176	-1.2217475	-4.7174	-0.53655883	NF1P9///NF1	neurofibromin 1 pseudogene 9///neurofibromin 1
220158_at	0.703	0.2428603	-1.1895679	-4.7174	-0.65133037	LGALS14	galectin 14
213097_s_at	0.622	0.1534635	1.4616682	-4.7174	0.45689443	DNAJC2	DnaJ heat shock protein family (Hsp40) member C2
210920_x_at	0.686	0.221404	1.2468132	-4.7177	0.75222052		
221271_at	0.706	0.2480469	-1.1762955	-4.7177	-0.69677854	IL21	interleukin 21
202733_at	0.669	0.1996254	-1.309349	-4.7178	-0.75570236	LOC101927705///P4HA2	uncharacterized LOC101927705///prolyl 4-hydroxylase subunit alpha 2
221015_s_at	0.698	0.2391018	-1.1993168	-4.7183	-0.69646852	CDADC1	cytidine and dCMP deaminase domain containing 1
213902_at	0.605	0.1340535	1.5367901	-4.7184	0.5195153	ASAH1	N-acylsphingosine amidohydrolase 1
220364_at	0.7	0.2408254	1.1948324	-4.7184	0.77302047	EPB41L4A-AS2	EPB41L4A antisense RNA 2 (head to head)
206882_at	0.706	0.2486178	1.1748471	-4.7186	0.56082791	SLC1A6	solute carrier family 1 member 6
220153_at	0.706	0.2491568	-1.1734818	-4.7186	-0.7329031	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7
210258_at	0.692	0.2283226	1.2279201	-4.7186	0.96868044	RGS13	regulator of G-protein signaling 13
215502_at	0.706	0.2478086	1.1769007	-4.7187	0.82178994		
206709_x_at	0.677	0.2096357	-1.2799947	-4.7188	-0.618791	GPT	glutamic--pyruvic transaminase
201091_s_at	0.645	0.1736697	1.3911155	-4.7188	0.60286619	CBX3	chromobox 3
207479_at	0.699	0.239377	1.1985994	-4.7188	0.90251705		
205880_at	0.655	0.1848658	1.3547588	-4.7189	0.52783865	PRKD1	protein kinase D1
216806_at	0.703	0.242727	-1.1899119	-4.7192	-0.71571254		
215079_at	0.707	0.2495627	1.1724551	-4.7192	0.77390181		
219565_at	0.7	0.2410312	1.1942985	-4.7195	0.73736549	CYP20A1	cytochrome P450 family 20 subfamily A member 1
213101_s_at	0.595	0.1261827	1.5697755	-4.7196	0.44091105	ACTR3	ARP3 actin related protein 3 homolog
206996_x_at	0.688	0.2242351	-1.2390295	-4.7199	-0.6624753	CACNB1	calcium voltage-gated channel auxiliary subunit beta 1
204507_s_at	0.703	0.2437135	1.1873704	-4.72	0.79281542	PPP3R1	protein phosphatase 3 regulatory subunit B, alpha
221759_at	0.692	0.230367	-1.2224193	-4.7202	-0.67197748	G6PC3	glucose-6-phosphatase catalytic subunit 3
211555_s_at	0.68	0.2136133	1.2686258	-4.7203	0.61467216	GUCY1B3	guanylate cyclase 1 soluble subunit beta
213787_s_at	0.682	0.2160094	-1.2618542	-4.7204	-0.64102845	EBP	emopamil binding protein (sterol isomerase)
209031_at	0.598	0.1290647	1.5575083	-4.7205	0.32387922	CADM1	cell adhesion molecule 1
220901_at	0.703	0.2434285	1.1881038	-4.7207	0.6405222	GPR157	G protein-coupled receptor 157
214189_s_at	0.709	0.2509994	1.1688306	-4.7209	0.70727299	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2
200966_x_at	0.593	0.1249187	-1.5752276	-4.7209	-0.78454432	ALDOA	aldolase, fructose-bisphosphate A
206635_at	0.667	0.1969549	-1.3173694	-4.721	-0.54399049	CHRNB2	cholinergic receptor nicotinic beta 2 subunit
202386_s_at	0.645	0.1728063	-1.3939945	-4.7211	-0.75766739	KIAA0430	KIAA0430
208170_s_at	0.706	0.2488178	-1.1743401	-4.7211	-0.65871336	TRIM31	tripartite motif containing 31
202735_at	0.653	0.1823009	1.3629333	-4.7211	0.52641292	EBP	emopamil binding protein (sterol isomerase)
205012_s_at	0.638	0.1666814	-1.414747	-4.7213	-0.6476755	HAGH	hydroxyacylglutathione hydrolase
208243_s_at	0.708	0.2502596	1.170695	-4.7217	0.77672018	CNR1	cannabinoid receptor 1
220764_at	0.709	0.2509957	1.1688401	-4.7218	0.7331234	PPP4R2	protein phosphatase 4 regulatory subunit 2
220229_s_at	0.698	0.2383482	1.2012851	-4.7218	0.62333106	AP4E1	adaptor related protein complex 4 epsilon 1 subunit
204343_at	0.638	0.1668824	-1.4140567	-4.7219	-0.55536099	ABCA3	ATP binding cassette subfamily A member 3
213739_at	0.679	0.2115056	-1.2746298	-4.7222	-0.73041943	LOC103344931	uncharacterized LOC103344931
218579_s_at	0.699	0.2393202	-1.1987473	-4.7223	-0.69612176	DHX35	DEAH-box helicase 35
212232_at	0.63	0.1594595	-1.4400026	-4.7224	-0.77865578	FNBP4	formin binding protein 4
210635_s_at	0.709	0.2513502	1.167948	-4.7225	0.70565605	KLHL20	kelch like family member 20
220324_at	0.707	0.2497474	1.1719883	-4.7225	1.0093554	LINC00472	long intergenic non-protein coding RNA 472
212771_at	0.587	0.1212418	-1.5913484	-4.7226	-0.34705205	FAM171A1	family with sequence similarity 171 member A1
204114_at	0.707	0.2498467	1.1717373	-4.7229	0.77470349	NID2	nidogen 2
216296_at	0.693	0.2317263	1.218782	-4.7231	0.70470794	CLTA	clathrin light chain A
219892_at	0.692	0.2304897	1.2220904	-4.7232	0.79723536	TM6SF1	transmembrane 6 superfamily member 1
220657_at	0.704	0.2448399	1.1844778	-4.7232	0.76777492	KLHL11	kelch like family member 11
204241_at	0.666	0.1958466	-1.3207225	-4.7233	-0.65965112	ACOX3	acyl-CoA oxidase 3, pristanoyl
205562_at	0.671	0.2021742	-1.3017704	-4.7233	-0.60762408	RPP38	ribonuclease P/MRP subunit p38
215132_at	0.709	0.2518846	1.166605	-4.7233	0.75536252		
208756_at	0.634	0.1629777	-1.4275888	-4.7233	-0.57533789	EIF3I	eukaryotic translation initiation factor 3 subunit I
217053_x_at	0.689	0.2249305	-1.2371289	-4.7233	-0.61980753	ETV1	ETS variant 1
205511_at	0.709	0.2512336	1.1682413	-4.7237	0.73925965	FLJ10038	uncharacterized protein FLJ10038
216648_s_at	0.708	0.2504571	1.1701968	-4.724	0.77763204	RREB1	ras responsive element binding protein 1
206751_s_at	0.709	0.2519651	1.166403	-4.724	0.67775209	PCYT1B	phosphate cytidylyltransferase 1, choline, beta
217803_at	0.605	0.1364237	1.5271653	-4.7241	0.4249367	GOLPH3	golgi phosphoprotein 3
204919_at	0.655	0.1859051	-1.3514716	-4.7242	-0.4475787	PRH1-PRR4///PRR4	PRH1-PRR4 readthrough///proline rich 4 (lacrimal)
41397_at	0.698	0.2384337	1.2010617	-4.7242	0.68357159	ZNF821	zinc finger protein 821
215725_at	0.709	0.2510906	1.1686011	-4.7243	0.64940257	DGCR11	DiGeorge syndrome critical region gene 11 (non-protein coding)
209542_x_at	0.709	0.2520365	1.1662238	-4.7243	0.65547368	IGF1	insulin like growth factor 1
212207_at	0.649	0.1775722	-1.3782413	-4.7244	-0.53064706	MED13L	mediator complex subunit 13 like
213695_at	0.703	0.2440833	-1.1864197	-4.7245	-0.81701453	PON3	paraoxonase 3
213405_at	0.631	0.1609808	-1.4346085	-4.7246	-0.71490268	RAB22A	RAB22A, member RAS oncogene family
210059_s_at	0.694	0.2343283	-1.2118632	-4.7248	-0.63870225	MAPK13	mitogen-activated protein kinase 13
201164_s_at	0.625	0.1558323	-1.45303	-4.7252	-0.63796794	PUM1	pumilio RNA binding family member 1
219826_at	0.675	0.2059604	-1.2906458	-4.7254	-0.60914904	ZNF419	zinc finger protein 419
205578_at	0.706	0.248246	-1.17579	-4.7254	-0.66466229	ROR2	receptor tyrosine kinase like orphan receptor 2
219804_at	0.705	0.2468911	1.1792353	-4.7255	0.8778928	SYNPO2L	synaptopodin 2 like
211214_s_at	0.707	0.2497295	1.1720334	-4.7255	0.80420905	DAPK1	death associated protein kinase 1
AFFX-BioDn-3_at	0.574	0.1098075	1.6441845	-4.7256	0.75048223		
212238_at	0.666	0.1957455	-1.321029	-4.7257	-0.58318127	ASXL1	additional sex combs like 1, transcriptional regulator
208199_s_at	0.706	0.248194	1.1759219	-4.7259	0.80970074	ZBTB14	zinc finger and BTB domain containing 14
212764_at	0.597	0.128899	1.5582074	-4.726	0.41339318	ZEB1	zinc finger E-box binding homeobox 1
202701_at	0.666	0.1958495	-1.3207137	-4.7261	-0.54802602	BMP1	bone morphogenetic protein 1
210269_s_at	0.698	0.2376679	-1.2030661	-4.7263	-0.64376728	AKAP17A	A-kinase anchoring protein 17A
212250_at	0.622	0.153852	1.4602444	-4.7263	0.42678628	MTDH	metadherin
206058_at	0.656	0.1870098	-1.347993	-4.7265	-0.69365035	SLC6A12	solute carrier family 6 member 12
210703_at	0.706	0.2483043	1.1756422	-4.7265	0.78012394		
211741_x_at	0.703	0.242943	1.1893548	-4.7266	0.80309767	PSG3	pregnancy specific beta-1-glycoprotein 3
220554_at	0.698	0.2381924	1.2016927	-4.7269	0.58565989	SLC22A7	solute carrier family 22 member 7
207279_s_at	0.697	0.2364902	1.2061577	-4.7269	0.60334093	NEBL	nebulette
220500_s_at	0.673	0.2033552	1.2982834	-4.727	0.45488421	RABL2A///RABL2B	RAB, member of RAS oncogene family-like 2A///RAB, member of RAS oncogene family-like 2B
207884_at	0.71	0.2529744	1.163873	-4.7271	0.68452773	GUCY2D	guanylate cyclase 2D, retinal
206245_s_at	0.624	0.1548146	1.4567284	-4.7272	0.37799466	IVNS1ABP	influenza virus NS1A binding protein
209002_s_at	0.625	0.1560783	-1.4521389	-4.7274	-0.58754177	CALCOCO1	calcium binding and coiled-coil domain 1
216816_at	0.704	0.2444368	1.1855118	-4.7277	0.7517168		
208329_at	0.711	0.2535434	1.1624499	-4.728	0.78714768	PBOV1	prostate and breast cancer overexpressed 1
216888_at	0.694	0.2331958	-1.2148674	-4.728	-0.69320016	LDB3	LIM domain binding 3
210506_at	0.698	0.2386199	1.200575	-4.7282	0.64869557	FUT7	fucosyltransferase 7
221371_at	0.712	0.2548038	-1.159306	-4.7283	-0.66161609	TNFSF18	tumor necrosis factor superfamily member 18
206521_s_at	0.706	0.2486458	1.1747761	-4.7285	0.66493861	GTF2A1	general transcription factor IIA subunit 1
219652_s_at	0.705	0.2471039	1.1786934	-4.7285	0.60811377	CXorf36	chromosome X open reading frame 36
216598_s_at	0.689	0.2250135	-1.2369023	-4.7286	-0.90010173	CCL2	C-C motif chemokine ligand 2
201397_at	0.62	0.1508994	-1.4711392	-4.7287	-0.47286768	PHGDH	phosphoglycerate dehydrogenase
211197_s_at	0.68	0.2138672	-1.2679055	-4.7287	-0.58766972	ICOSLG	inducible T-cell costimulator ligand
210112_at	0.692	0.2300205	1.2233491	-4.7287	0.72698758	HPS1	HPS1, biogenesis of lysosomal organelles complex 3 subunit 1
201984_s_at	0.69	0.2262983	-1.2334033	-4.7288	-0.73641862	EGFR	epidermal growth factor receptor
204489_s_at	0.617	0.148916	-1.478554	-4.7289	-0.40584235	CD44	CD44 molecule (Indian blood group)
218111_s_at	0.679	0.2133142	-1.269475	-4.7291	-0.50256836	CMAS	cytidine monophosphate N-acetylneuraminic acid synthetase
202566_s_at	0.686	0.2224814	1.2438424	-4.7292	0.61293118	SVIL	supervillin
212573_at	0.607	0.1388838	-1.5173171	-4.7293	-0.45569945	ENDOD1	endonuclease domain containing 1
213378_s_at	0.691	0.2269495	-1.2316354	-4.7294	-0.64027762	LOC642846///DDX12P///DDX11	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11-like///DEAD/H-box helicase 12, pseudogene///DEAD/H-box helicase 11
205487_s_at	0.707	0.2499704	1.1714249	-4.7295	0.70784255	VGLL1	vestigial like family member 1
209150_s_at	0.656	0.1874736	-1.3465374	-4.7295	-0.60420916	IPO4///TM9SF1	importin 4///transmembrane 9 superfamily member 1
202485_s_at	0.712	0.2548709	1.1591388	-4.7296	0.80978679	MBD2	methyl-CpG binding domain protein 2
206815_at	0.699	0.2392539	1.1989202	-4.7298	0.95276799	SPAG8	sperm associated antigen 8
206059_at	0.616	0.1467441	-1.4867643	-4.73	-0.600177	ZNF91	zinc finger protein 91
204988_at	0.706	0.2485169	1.1751029	-4.7301	0.6885056	FGB	fibrinogen beta chain
AFFX-r2-Ec-bioC-3_at	0.581	0.1156736	1.6165407	-4.7303	0.92857815		
209886_s_at	0.697	0.2369241	1.2050173	-4.7303	0.63672449	SMAD6	SMAD family member 6
207443_at	0.704	0.2449073	1.1843051	-4.7305	0.77426228	NR2E1	nuclear receptor subfamily 2 group E member 1
214095_at	0.698	0.2384137	1.2011139	-4.7305	0.62549365	SHMT2	serine hydroxymethyltransferase 2
205115_s_at	0.695	0.2348228	-1.2105547	-4.7306	-0.76869351	RBM19	RNA binding motif protein 19
216808_at	0.714	0.2556577	-1.1571823	-4.7309	-0.73959165	MIR622	microRNA 622
213847_at	0.669	0.1995685	1.3095191	-4.7311	0.75647045	PRPH	peripherin
209222_s_at	0.615	0.1458822	-1.4900492	-4.7313	-0.42390362	OSBPL2	oxysterol binding protein like 2
217980_s_at	0.641	0.1699703	-1.4035303	-4.7313	-0.70807283	MRPL16	mitochondrial ribosomal protein L16
207114_at	0.697	0.2367754	-1.2054079	-4.7313	-0.67313381	LY6G6C	lymphocyte antigen 6 complex, locus G6C
215449_at	0.711	0.2536171	-1.1622658	-4.7313	-0.62070557	TSPO2	translocator protein 2
220859_at	0.705	0.2471787	1.1785028	-4.7314	0.63386284		
215463_at	0.712	0.2542387	1.1607141	-4.7314	0.72824086	OR7E24	olfactory receptor family 7 subfamily E member 24
217054_at	0.668	0.1986721	1.3122028	-4.7315	0.60494032	MUC3A	mucin 3A, cell surface associated
208139_s_at	0.71	0.2527224	1.164504	-4.7316	0.76221551		
200822_x_at	0.596	0.1273478	-1.5647889	-4.7324	-0.4244204	TPI1	triosephosphate isomerase 1
208702_x_at	0.636	0.1656671	-1.4182413	-4.7325	-0.40311722	APLP2	amyloid beta precursor like protein 2
203047_at	0.707	0.249584	1.1724012	-4.7325	0.78652756	STK10	serine/threonine kinase 10
206222_at	0.703	0.2440029	1.1866264	-4.7325	0.72138574	TNFRSF10C	TNF receptor superfamily member 10c
218632_at	0.626	0.1569254	-1.4490789	-4.7328	-0.39976928	HECTD3	HECT domain E3 ubiquitin protein ligase 3
206133_at	0.686	0.2211082	1.2476309	-4.7329	0.5467321	XAF1	XIAP associated factor 1
214739_at	0.642	0.1709675	-1.4001632	-4.733	-0.55560148	LRCH3	leucine rich repeats and calponin homology domain containing 3
219929_s_at	0.703	0.2429077	-1.1894458	-4.733	-0.82520392	ZFYVE21	zinc finger FYVE-type containing 21
209800_at	0.714	0.2565535	1.1549602	-4.733	0.70941642	KRT16	keratin 16
214598_at	0.714	0.2564458	1.155227	-4.7333	0.83775123	CLDN8	claudin 8
221104_s_at	0.706	0.2489147	1.1740947	-4.7335	0.65549664	NIPSNAP3B	nipsnap homolog 3B
214276_at	0.709	0.2519099	1.1665414	-4.7339	0.71463871	KLF12	Kruppel like factor 12
208931_s_at	0.693	0.2319678	1.2181372	-4.7339	0.66786922	ILF3	interleukin enhancer binding factor 3
219645_at	0.691	0.2272979	-1.2306913	-4.7339	-0.6376939	CASQ1	calsequestrin 1
211944_at	0.677	0.2105637	-1.2773278	-4.734	-0.78985718	PRRC2C	proline rich coiled-coil 2C
203963_at	0.684	0.2186736	-1.2543911	-4.7343	-0.74908716	CA12	carbonic anhydrase 12
207237_at	0.714	0.255754	1.1569431	-4.7343	0.75747622	KCNA3	potassium voltage-gated channel subfamily A member 3
206014_at	0.711	0.2534156	1.1627692	-4.7344	0.67631742	ACTL6B	actin like 6B
218999_at	0.645	0.1735654	-1.3914627	-4.7345	-0.49427936	TMEM140	transmembrane protein 140
210220_at	0.714	0.2558318	-1.15675	-4.7345	-0.77037467	FZD2	frizzled class receptor 2
213116_at	0.637	0.1658058	1.4177627	-4.7346	0.59028284	NEK3	NIMA related kinase 3
209522_s_at	0.642	0.1711507	-1.3995464	-4.7348	-0.44054172	CRAT	carnitine O-acetyltransferase
205521_at	0.676	0.2080566	-1.2845535	-4.7348	-0.63084537	EXOG	endo/exonuclease (5'-3'), endonuclease G-like
204283_at	0.695	0.2350144	-1.2100482	-4.7349	-0.64149283	FARS2	phenylalanyl-tRNA synthetase 2, mitochondrial
221703_at	0.701	0.2413113	-1.1935722	-4.7349	-0.71187854	BRIP1	BRCA1 interacting protein C-terminal helicase 1
216336_x_at	0.591	0.1241458	-1.5785835	-4.7351	-0.46225682	MT1E	metallothionein 1E
220307_at	0.715	0.2580939	1.151152	-4.7352	0.72150441	CD244	CD244 molecule
34868_at	0.64	0.1688897	-1.407197	-4.7352	-0.44030105	SMG5	SMG5, nonsense mediated mRNA decay factor
211923_s_at	0.7	0.2409068	-1.1946211	-4.7353	-0.75693172	ZNF471	zinc finger protein 471
AFFX-r2-Bs-thr-3_s_at	0.699	0.2402864	-1.1962321	-4.7356	-0.54517861		
205025_at	0.705	0.246125	-1.1811896	-4.7357	-0.83062096	ZBTB48	zinc finger and BTB domain containing 48
211055_s_at	0.714	0.256927	1.1540352	-4.7359	0.68157925	INVS	inversin
215240_at	0.715	0.2578841	1.1516697	-4.7359	0.70493977	ITGB3	integrin subunit beta 3
202714_s_at	0.704	0.2456177	1.1824862	-4.736	0.81267862	KIAA0391	KIAA0391
205472_s_at	0.712	0.2545466	1.1599465	-4.7361	0.7504982	DACH1	dachshund family transcription factor 1
209936_at	0.706	0.2475828	1.1774747	-4.7362	0.67045189	RBM5	RNA binding motif protein 5
212757_s_at	0.607	0.1384954	-1.5188623	-4.7362	-0.39852169	CAMK2G	calcium/calmodulin dependent protein kinase II gamma
205505_at	0.715	0.2576036	1.1523624	-4.7365	0.65652914	GCNT1	glucosaminyl (N-acetyl) transferase 1, core 2
214300_s_at	0.705	0.246887	1.1792457	-4.7366	0.63803341	TOP3A	topoisomerase (DNA) III alpha
201439_at	0.668	0.1989282	-1.3114351	-4.7368	-0.46653927	GBF1	golgi brefeldin A resistant guanine nucleotide exchange factor 1
205486_at	0.653	0.1816459	-1.3650351	-4.7369	-0.41245277	TESK2	testis-specific kinase 2
210385_s_at	0.716	0.2594932	1.147707	-4.7369	0.60116635	ERAP1	endoplasmic reticulum aminopeptidase 1
215938_s_at	0.67	0.2007907	-1.305875	-4.7371	-0.46083771	PLA2G6	phospholipase A2 group VI
201751_at	0.646	0.1751439	-1.3862258	-4.7372	-0.7321092	JOSD1	Josephin domain containing 1
220701_at	0.709	0.2513514	1.167945	-4.7372	0.69317609	LINC00216	long intergenic non-protein coding RNA 216
37433_at	0.713	0.255548	1.1574549	-4.7373	0.7749983	PIAS2	protein inhibitor of activated STAT 2
221734_at	0.715	0.2578274	1.1518096	-4.7374	0.63577816	PRRC1	proline rich coiled-coil 1
203829_at	0.673	0.2034841	1.2979036	-4.7374	0.60326814	ELP4	elongator acetyltransferase complex subunit 4
215833_s_at	0.712	0.2543107	1.1605345	-4.7376	0.65892724	SPPL2B	signal peptide peptidase like 2B
202616_s_at	0.653	0.1819577	-1.364034	-4.7377	-0.60360113	MECP2	methyl-CpG binding protein 2
220312_at	0.712	0.2540751	1.1611223	-4.7377	0.54751752	FAM83E	family with sequence similarity 83 member E
213436_at	0.655	0.1866059	1.3492629	-4.7378	0.4722278	CNR1	cannabinoid receptor 1
219525_at	0.706	0.2477483	1.1770541	-4.7378	0.69244231	SLC47A1	solute carrier family 47 member 1
206513_at	0.706	0.2482415	1.1758015	-4.7378	0.77282375	AIM2	absent in melanoma 2
218746_at	0.686	0.2224986	-1.243795	-4.7379	-0.57469032	TAPBPL	TAP binding protein like
208588_at	0.716	0.2593974	1.1479423	-4.738	0.71327495	TPT1P8	tumor protein, translationally-controlled 1 pseudogene 8
202300_at	0.608	0.1401357	-1.5123592	-4.7381	-0.6271849	LAMTOR5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5
216562_at	0.715	0.2579887	1.1514114	-4.7381	0.83955562		
210723_x_at	0.709	0.2514034	1.1678141	-4.7382	0.81264378		
220073_s_at	0.704	0.2446575	1.1849457	-4.7382	0.5794491	PLEKHG6	pleckstrin homology and RhoGEF domain containing G6
201976_s_at	0.598	0.1296724	-1.5549501	-4.7383	-0.4003887	MYO10	myosin X
