ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1089640.26_PROBE1	2.08e-03	6.34e-04	-3.8245578	-0.791864	-0.96092199	LZTR1	leucine zipper like transcription regulator 1
441364.1_PROBE1	1.76e-03	5.27e-04	-3.8927045	-0.792715	-0.50466378		
2645806CB1_PROBE1	2.01e-03	6.13e-04	3.8367284	-0.793199	0.78264652	NXT2	nuclear transport factor 2 like export factor 2
NM_004472.1_PROBE1	1.96e-03	5.94e-04	-3.8482654	-0.793226	-0.53333043	FOXD1	forkhead box D1
NM_024677.1_PROBE1	2.05e-03	6.26e-04	3.828876	-0.796591	0.85947251	NSUN7	NOP2/Sun RNA methyltransferase family member 7
990414.1_PROBE1	2.02e-03	6.16e-04	3.8352245	-0.799163	0.88938007	CARHSP1	calcium regulated heat stable protein 1
NM_022136.1_PROBE1	1.83e-03	5.50e-04	3.8771521	-0.799884	0.63096911	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1
243293.1_PROBE1	1.78e-03	5.32e-04	-3.8891544	-0.801116	-0.47976723		
NM_002461.1_PROBE1	1.99e-03	6.05e-04	-3.8418358	-0.802321	-0.75588598	MVD	mevalonate diphosphate decarboxylase
001372CB1_PROBE1	1.75e-03	5.23e-04	3.8954104	-0.802342	0.55759684	RPS12	ribosomal protein S12
NM_006938.1_PROBE1	1.92e-03	5.81e-04	3.8566072	-0.802856	0.5826411	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide
7488400CB1_PROBE1	2.06e-03	6.29e-04	-3.8273832	-0.806477	-0.6659835	OR7A5	olfactory receptor family 7 subfamily A member 5
1385446.1_PROBE1	1.85e-03	5.55e-04	-3.8735632	-0.806759	-0.7045313		
NM_032318.1_PROBE1	1.99e-03	6.04e-04	3.8424816	-0.807461	0.76778663		
1987737CB1_PROBE1	2.15e-03	6.59e-04	3.809965	-0.814463	0.72900787	EPHA4	EPH receptor A4
NM_001333.1_PROBE1	2.30e-03	7.15e-04	-3.7799272	-0.817851	-1.0174911	CTSV	cathepsin V
376085.31_PROBE1	1.85e-03	5.55e-04	-3.8737619	-0.818389	-0.5189858		
NM_021225.1_PROBE1	1.86e-03	5.58e-04	-3.8712188	-0.821395	-0.51756412	OPRPN	opiorphin prepropeptide
NM_015166.1_PROBE1	2.14e-03	6.55e-04	-3.8123747	-0.824987	-0.71277747	MLC1	megalencephalic leukoencephalopathy with subcortical cysts 1
2137736CB1_PROBE1	1.91e-03	5.78e-04	3.8583483	-0.825601	0.84777113	RFC2	replication factor C subunit 2
NM_003512.1_PROBE1	1.85e-03	5.58e-04	3.87175	-0.826656	1.7983105	HIST1H2AC	histone cluster 1, H2ac
3953964CB1_PROBE1	1.93e-03	5.84e-04	-3.8547016	-0.831463	-0.50353468	SYNGR1	synaptogyrin 1
1722947CB1_PROBE1	1.82e-03	5.45e-04	-3.8801356	-0.833255	-0.4310883	ADRB3	adrenoceptor beta 3
NM_000860.1_PROBE1	2.13e-03	6.54e-04	3.8127988	-0.833695	0.85461872	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)
903685.20_PROBE1	1.82e-03	5.45e-04	-3.8805011	-0.834465	-0.36394693	SH3D21	SH3 domain containing 21
U63721_PROBE1	1.86e-03	5.61e-04	-3.8698315	-0.836707	-0.52434853	LIMK1///ELN	LIM domain kinase 1///elastin
NM_003304.1_PROBE1	2.58e-03	8.11e-04	3.732719	-0.840191	0.93214609	TRPC1	transient receptor potential cation channel subfamily C member 1
NM_001033.1_PROBE1	2.20e-03	6.76e-04	3.8007329	-0.841106	0.7253891	RRM1	ribonucleotide reductase catalytic subunit M1
405930.3_PROBE1	2.28e-03	7.07e-04	-3.7839879	-0.84318	-0.91548723	JTB	jumping translocation breakpoint
3392644CB1_PROBE1	1.90e-03	5.72e-04	-3.8621977	-0.843471	-0.61141278	TMEM127	transmembrane protein 127
NM_000781.1_PROBE1	1.95e-03	5.90e-04	-3.851085	-0.844728	-0.70256667	CYP11A1	cytochrome P450 family 11 subfamily A member 1
NM_004063.1_PROBE1	1.85e-03	5.56e-04	-3.8728209	-0.847954	-0.65897262	CDH17	cadherin 17
NM_024038.1_PROBE1	1.85e-03	5.54e-04	3.8738732	-0.849391	0.50801146	C19orf43	chromosome 19 open reading frame 43
104766.1_PROBE1	1.92e-03	5.80e-04	-3.8575095	-0.850197	-0.75632701	PPP2R2D	protein phosphatase 2 regulatory subunit Bdelta
AL050005_PROBE1	1.89e-03	5.69e-04	3.8643958	-0.850806	0.49353422	EIF1	eukaryotic translation initiation factor 1
NM_016002.1_PROBE1	1.87e-03	5.63e-04	3.8682707	-0.85083	0.64724991	SCCPDH	saccharopine dehydrogenase (putative)
400652.1_PROBE1	2.47e-03	7.73e-04	3.7505481	-0.853575	0.78925496	ALKBH8	alkB homolog 8, tRNA methyltransferase
NM_015046.1_PROBE1	1.85e-03	5.54e-04	3.8738816	-0.854257	0.81767109	SETX	senataxin
AK001309_PROBE1	2.03e-03	6.19e-04	-3.8329944	-0.854794	-0.57457164	RAB35	RAB35, member RAS oncogene family
NM_001567.2_PROBE1	1.87e-03	5.63e-04	-3.8679769	-0.856877	-0.52737433	INPPL1	inositol polyphosphate phosphatase like 1
NM_021212.1_PROBE1	2.26e-03	6.97e-04	3.7893615	-0.857545	0.62116935		
NM_002014.1_PROBE1	1.85e-03	5.57e-04	-3.8723668	-0.859161	-0.44481707	FKBP4	FK506 binding protein 4
1453664.1_PROBE1	2.01e-03	6.10e-04	-3.8384929	-0.861892	-0.59812675	SEPT5-GP1BB	SEPT5-GP1BB readthrough
X52852_PROBE1	2.67e-03	8.42e-04	-3.7188867	-0.862112	-0.84643409	PPIAP6	peptidylprolyl isomerase A pseudogene 6
NM_031439.1_PROBE1	1.87e-03	5.64e-04	-3.8672897	-0.863216	-0.95975814	SOX7	SRY-box 7
1453958.2_PROBE1	1.91e-03	5.78e-04	-3.858331	-0.863947	-0.56761985		
NM_003224.1_PROBE1	1.87e-03	5.62e-04	-3.8691436	-0.865575	-0.47632231	ARFRP1	ADP ribosylation factor related protein 1
L78132_PROBE1	1.91e-03	5.79e-04	3.8580267	-0.865848	0.63783646	LGALS8	galectin 8
1499989.1_PROBE1	1.87e-03	5.62e-04	-3.8690556	-0.866526	-0.60547746		
NM_002932.1_PROBE1	1.88e-03	5.67e-04	-3.8656909	-0.867189	-0.91180379		
NM_014176.1_PROBE1	2.33e-03	7.25e-04	3.774655	-0.867201	0.74204785	UBE2T	ubiquitin conjugating enzyme E2 T
D38521_PROBE1	1.87e-03	5.63e-04	3.8680502	-0.868259	0.52339386	PSME4	proteasome activator subunit 4
6577859CB1_PROBE1	2.29e-03	7.08e-04	-3.7834458	-0.869955	-0.65298322	GNB3	G protein subunit beta 3
397084.2_PROBE1	1.90e-03	5.73e-04	3.8619367	-0.870328	0.55674303	PRKCQ	protein kinase C theta
NM_006283.1_PROBE1	1.99e-03	6.03e-04	3.8427664	-0.870396	1.02410845	TACC1	transforming acidic coiled-coil containing protein 1
332895.3_PROBE1	2.00e-03	6.07e-04	-3.8403763	-0.8708	-0.72563563	THSD7A	thrombospondin type 1 domain containing 7A
NM_003860.2_PROBE1	1.91e-03	5.77e-04	-3.858886	-0.87118	-0.51017777	BANF1	barrier to autointegration factor 1
NM_025216.1_PROBE1	1.98e-03	6.02e-04	-3.8433954	-0.872721	-0.51735236	WNT10A	Wnt family member 10A
NM_002882.2_PROBE1	1.90e-03	5.74e-04	3.860808	-0.873224	0.57271436	RANBP1	RAN binding protein 1
X76302_PROBE1	2.32e-03	7.20e-04	3.7770948	-0.873968	0.72005077	SNRNP27	small nuclear ribonucleoprotein U4/U6.U5 subunit 27
AL049943_PROBE1	1.96e-03	5.93e-04	3.8488352	-0.874477	0.83939361	FAM98A	family with sequence similarity 98 member A
NM_015043.1_PROBE1	2.16e-03	6.62e-04	-3.8084121	-0.876199	-0.75299469	TBC1D9B	TBC1 domain family member 9B
NM_013232.1_PROBE1	1.89e-03	5.70e-04	3.8634643	-0.876315	0.589252	PDCD6	programmed cell death 6
7959704CB1_PROBE1	1.91e-03	5.77e-04	-3.8592957	-0.877757	-0.68355086	EPN1	epsin 1
NM_004871.1_PROBE1	2.00e-03	6.09e-04	-3.8391964	-0.878926	-1.00825302	GOSR1	golgi SNAP receptor complex member 1
1027392.1_PROBE1	2.03e-03	6.18e-04	-3.8336309	-0.880159	-0.6087099		
110350.1_PROBE1	1.98e-03	6.00e-04	-3.8444596	-0.880807	-0.49270269		
NM_006051.1_PROBE1	2.30e-03	7.15e-04	-3.7798023	-0.882186	-0.72213102	APBB3	amyloid beta precursor protein binding family B member 3
NM_013231.1_PROBE1	1.90e-03	5.74e-04	-3.8608214	-0.882421	-0.76366998	FLRT2	fibronectin leucine rich transmembrane protein 2
1383039.45_PROBE1	1.90e-03	5.71e-04	-3.8626804	-0.884317	-0.6745972	MGC4859	uncharacterized LOC79150
NM_019086.1_PROBE1	2.30e-03	7.12e-04	-3.7811602	-0.886017	-0.71072143	VSIG10	V-set and immunoglobulin domain containing 10
1397726.4_PROBE1	1.95e-03	5.90e-04	3.8506869	-0.890988	0.61349272		
242117.8_PROBE1	2.10e-03	6.43e-04	-3.8187997	-0.896525	-0.74207806	INMT	indolethylamine N-methyltransferase
NM_014777.1_PROBE1	2.26e-03	6.99e-04	3.7881797	-0.89664	0.73263538	URB2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)
NM_014563.1_PROBE2	2.24e-03	6.90e-04	3.7929968	-0.89768	1.28541827		
NM_002158.1_PROBE1	2.27e-03	7.03e-04	-3.7860422	-0.89791	-0.86597521	FOXN2	forkhead box N2
NM_005849.1_PROBE1	2.00e-03	6.09e-04	3.8394863	-0.898299	0.75065056	IGSF6	immunoglobulin superfamily member 6
NM_017848.1_PROBE1	1.95e-03	5.90e-04	3.850998	-0.90233	0.52790076	FAM120C	family with sequence similarity 120C
1328202.2_PROBE1	2.37e-03	7.38e-04	-3.7679732	-0.90398	-0.72585683	KIAA0556	KIAA0556
1004690.1_PROBE1	1.93e-03	5.85e-04	-3.8541792	-0.905105	-0.56564006		
1383131.1_PROBE1	1.96e-03	5.96e-04	-3.8472859	-0.906443	-1.09233508		
U03644_PROBE1	1.95e-03	5.89e-04	3.8513853	-0.9071	0.67727082	CIR1	corepressor interacting with RBPJ, 1
1449014CB1_PROBE1	2.01e-03	6.10e-04	3.8384003	-0.908894	0.87281157		
NM_017729.1_PROBE1	2.20e-03	6.77e-04	-3.8001675	-0.910967	-0.72487534	EPS8L1	EPS8 like 1
NM_001384.1_PROBE1	1.95e-03	5.90e-04	-3.8506104	-0.911801	-0.41433753	DPH2	DPH2 homolog
NM_006473.1_PROBE1	2.12e-03	6.50e-04	-3.8151247	-0.914462	-0.47879821	TAF6L	TATA-box binding protein associated factor 6 like
NM_033254.1_PROBE1	2.01e-03	6.10e-04	-3.8386335	-0.91586	-0.94706197	BOC	BOC cell adhesion associated, oncogene regulated
1043900.1_PROBE1	1.96e-03	5.96e-04	-3.8470818	-0.917837	-0.44812017	VPS4B	vacuolar protein sorting 4 homolog B
NM_019009.1_PROBE1	1.96e-03	5.94e-04	-3.8484694	-0.919474	-0.62067564	TOLLIP	toll interacting protein
NM_004757.1_PROBE1	2.03e-03	6.20e-04	3.8322899	-0.922114	0.92308522	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1
NM_007324.1_PROBE1	2.27e-03	7.00e-04	-3.7873504	-0.925363	-0.73443686	ZFYVE9	zinc finger FYVE-type containing 9
1116243.1_PROBE1	2.08e-03	6.34e-04	-3.8241667	-0.926747	-0.55896134	ID1	inhibitor of DNA binding 1, HLH protein
1255093.6_PROBE1	2.28e-03	7.04e-04	-3.7852254	-0.927125	-0.75712287		
150210.1_PROBE1	2.62e-03	8.26e-04	-3.7261864	-0.92992	-0.62786441	DBF4B	DBF4 zinc finger B
NM_000436.1_PROBE1	2.37e-03	7.37e-04	3.7686578	-0.931316	0.56871811	OXCT1	3-oxoacid CoA-transferase 1
AF118274_PROBE1	2.30e-03	7.15e-04	-3.7796608	-0.93962	-0.6282792	SLC45A1	solute carrier family 45 member 1
AF090898_PROBE1	2.12e-03	6.48e-04	3.8163291	-0.940943	0.64323378		
NM_024996.2_PROBE1	2.15e-03	6.60e-04	3.8095585	-0.94589	0.55311315	GFM1	G elongation factor mitochondrial 1
1028510.4_PROBE1	2.46e-03	7.69e-04	-3.7528146	-0.949122	-0.68000735	CXXC5	CXXC finger protein 5
NM_024548.1_PROBE1	2.88e-03	9.19e-04	3.686392	-0.949427	1.30489776	CEP97	centrosomal protein 97
NM_000061.1_PROBE1	2.01e-03	6.12e-04	3.8371793	-0.950931	0.55111037	BTK	Bruton tyrosine kinase
1100948.1_PROBE1	2.10e-03	6.43e-04	-3.8189677	-0.952523	-0.84925536		
NM_018143.1_PROBE1	2.31e-03	7.19e-04	-3.777814	-0.953323	-0.60539664	KLHL11	kelch like family member 11
NM_000525.1_PROBE1	2.17e-03	6.65e-04	-3.8064611	-0.953469	-0.50960477	KCNJ11	potassium voltage-gated channel subfamily J member 11
NM_004289.3_PROBE1	2.47e-03	7.71e-04	3.7514617	-0.953474	0.63905642	NFE2L3	nuclear factor, erythroid 2 like 3
1400611.6_PROBE1	3.00e-03	9.63e-04	-3.6688798	-0.953608	-0.78080931	MIR205HG	MIR205 host gene
979572.1_PROBE1	2.90e-03	9.27e-04	3.6829528	-0.958824	1.08154121	CPA4	carboxypeptidase A4
NM_016077.1_PROBE1	2.03e-03	6.17e-04	3.8341052	-0.959575	0.45485522	PTRH2	peptidyl-tRNA hydrolase 2
1503612.11_PROBE1	2.75e-03	8.70e-04	-3.7064871	-0.959579	-0.88102568		
3167506CB1_PROBE1	2.03e-03	6.18e-04	3.8335434	-0.961031	0.61894981	PBX4	PBX homeobox 4
NM_006358.1_PROBE1	2.11e-03	6.47e-04	3.8167657	-0.961507	0.57737016	SLC25A17	solute carrier family 25 member 17
D00860_PROBE1	2.07e-03	6.32e-04	-3.8252669	-0.961779	-0.63936939	PRPS1	phosphoribosyl pyrophosphate synthetase 1
899683.3_PROBE1	2.33e-03	7.23e-04	3.7755636	-0.963377	0.79659399	LEPROT	leptin receptor overlapping transcript
NM_024089.1_PROBE1	2.42e-03	7.55e-04	-3.7594576	-0.964147	-0.59868499	KDELC1	KDEL motif containing 1
475113.16_PROBE1	2.66e-03	8.37e-04	3.7208745	-0.964401	1.10622271	CNTNAP2	contactin associated protein-like 2
NM_006574.1_PROBE1	2.78e-03	8.82e-04	-3.7014234	-0.969565	-0.85338207	CSPG5	chondroitin sulfate proteoglycan 5
NM_014330.2_PROBE1	2.57e-03	8.07e-04	3.7347183	-0.970243	0.81928494	PPP1R15A	protein phosphatase 1 regulatory subunit 15A
NM_016205.1_PROBE1	2.67e-03	8.41e-04	3.7192995	-0.971265	1.23308471	PDGFC	platelet derived growth factor C
NM_014053.1_PROBE1	2.55e-03	8.00e-04	3.7378196	-0.971464	0.77405398	FLVCR1	feline leukemia virus subgroup C cellular receptor 1
NM_018219.1_PROBE1	2.52e-03	7.91e-04	-3.7421321	-0.971676	-0.75662703	CCDC87	coiled-coil domain containing 87
NM_000125.1_PROBE1	2.72e-03	8.58e-04	3.7117555	-0.973964	0.78108157	ESR1	estrogen receptor 1
NM_024426.1_PROBE1	2.08e-03	6.36e-04	-3.8233894	-0.977341	-1.05200937	WT1	Wilms tumor 1
NM_007053.1_PROBE1	2.25e-03	6.93e-04	3.7911916	-0.977599	0.92560565	CD160	CD160 molecule
233723.32_PROBE1	2.06e-03	6.29e-04	-3.8269348	-0.978516	-0.49548055	CENPT	centromere protein T
AA135654_PROBE1	2.16e-03	6.64e-04	-3.8072825	-0.982814	-0.88898537		
1500265.3_PROBE1	2.42e-03	7.55e-04	3.7593596	-0.983069	0.67515987		
245874.4_PROBE1	2.28e-03	7.06e-04	3.7846302	-0.983106	0.75156511	SETD3	SET domain containing 3
NM_000238.1_PROBE1	2.64e-03	8.31e-04	-3.7235647	-0.983654	-0.73609435	KCNH2	potassium voltage-gated channel subfamily H member 2
335795.12_PROBE1	2.56e-03	8.05e-04	3.7357565	-0.983802	0.9199849	TARSL2	threonyl-tRNA synthetase like 2
NM_018306.1_PROBE1	2.08e-03	6.34e-04	-3.8241271	-0.984735	-0.60953208	TMEM40	transmembrane protein 40
1329407.5_PROBE1	2.15e-03	6.59e-04	3.8100837	-0.986301	0.46948852	MORF4L1	mortality factor 4 like 1
NM_014254.1_PROBE1	2.26e-03	6.99e-04	3.7880167	-0.9878	0.62189363	TMEM5	transmembrane protein 5
348098.8_PROBE1	2.10e-03	6.43e-04	-3.8193046	-0.989143	-0.62303175	CRTC2	CREB regulated transcription coactivator 2
NM_014464.1_PROBE1	3.22e-03	1.05e-03	-3.6381066	-0.990868	-0.96946133	TINAG	tubulointerstitial nephritis antigen
1330212.77_PROBE1	2.04e-03	6.22e-04	3.8314502	-0.990906	0.56850278		
337345.1_PROBE1	2.12e-03	6.49e-04	-3.8156561	-0.999044	-0.61138005	PCDH11X	protocadherin 11 X-linked
1501848.2_PROBE1	2.09e-03	6.40e-04	-3.8206022	-1.002587	-0.58835292	MUC3A	mucin 3A, cell surface associated
1337821.1_PROBE1	2.12e-03	6.50e-04	-3.8153444	-1.002668	-0.69547582		
3749575CB1_PROBE1	2.33e-03	7.23e-04	-3.7755483	-1.003482	-0.53342423	GULP1	GULP, engulfment adaptor PTB domain containing 1
NM_000152.2_PROBE1	2.13e-03	6.52e-04	-3.8142063	-1.004939	-0.64296149	GAA	glucosidase alpha, acid
NM_006721.1_PROBE1	2.12e-03	6.50e-04	3.815335	-1.005693	0.66192704	ADK	adenosine kinase
NM_004724.1_PROBE1	2.49e-03	7.81e-04	3.7467386	-1.007364	0.86178615	ZW10	zw10 kinetochore protein
NM_004758.1_PROBE1	2.19e-03	6.74e-04	-3.8018107	-1.008836	-0.59885108	TSPOAP1	TSPO associated protein 1
NM_003194.1_PROBE1	2.13e-03	6.52e-04	3.8141894	-1.011919	0.51322997	TBP	TATA-box binding protein
NM_001528.1_PROBE1	3.51e-03	1.15e-03	-3.6020005	-1.011984	-1.24889972	HGFAC	HGF activator
347712.11_PROBE1	2.17e-03	6.65e-04	3.8067293	-1.013519	0.54041723	CHCHD5	coiled-coil-helix-coiled-coil-helix domain containing 5
AK000151_PROBE1	2.33e-03	7.25e-04	-3.7747279	-1.01365	-0.51140343	PBRM1	polybromo 1
474526.4_PROBE1	2.91e-03	9.28e-04	3.6824416	-1.013771	0.84064306	FYN	FYN proto-oncogene, Src family tyrosine kinase
AL163262_PROBE1	2.21e-03	6.81e-04	3.7976627	-1.016129	0.71213282	SON	SON DNA binding protein
1382444.9_PROBE1	2.20e-03	6.76e-04	3.800261	-1.016755	0.62073588	RTFDC1	replication termination factor 2 domain containing 1
NM_007271.1_PROBE1	2.23e-03	6.86e-04	3.7948959	-1.017628	0.699532	STK38	serine/threonine kinase 38
1070809.1_PROBE1	2.25e-03	6.94e-04	-3.790517	-1.01985	-0.82919778	ZNF391	zinc finger protein 391
J04162_PROBE1	2.17e-03	6.67e-04	3.8053216	-1.020187	0.7326996	FCGR3B	Fc fragment of IgG receptor IIIb
NM_020150.1_PROBE1	2.15e-03	6.59e-04	3.8098162	-1.020535	0.5062455	SAR1A	secretion associated Ras related GTPase 1A
NM_032736.1_PROBE1	2.25e-03	6.94e-04	3.7907172	-1.02293	0.78624465	TOR1B	torsin family 1 member B
235169.35_PROBE1	2.61e-03	8.23e-04	-3.7275427	-1.025275	-0.91589664	SARNP	SAP domain containing ribonucleoprotein
AL050107_PROBE1	3.13e-03	1.01e-03	-3.6502789	-1.03181	-0.75247539	WWTR1	WW domain containing transcription regulator 1
1446928.14_PROBE1	2.19e-03	6.73e-04	-3.8023524	-1.034321	-0.45985208	C12orf57	chromosome 12 open reading frame 57
126347.2_PROBE1	2.55e-03	8.00e-04	-3.7377306	-1.034891	-0.82128148	ATP6V0A1	ATPase H+ transporting V0 subunit a1
3595376CB1_PROBE1	2.26e-03	6.98e-04	3.7885066	-1.036455	0.87058385	RPL37	ribosomal protein L37
NM_033169.1_PROBE1	2.72e-03	8.60e-04	-3.7109011	-1.037231	-0.75671446	B3GALNT1	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)
NM_005875.1_PROBE1	2.18e-03	6.69e-04	3.8044839	-1.037253	0.54435641	EIF1B	eukaryotic translation initiation factor 1B
246799.1_PROBE1	2.51e-03	7.88e-04	3.7437382	-1.038092	0.75444611	FBXO32	F-box protein 32
1260055.1_PROBE1	2.39e-03	7.44e-04	-3.7650441	-1.04108	-0.7734361		
1122208.1_PROBE1	2.16e-03	6.64e-04	3.8074056	-1.041196	0.85088184		
1449607.1_PROBE1	2.26e-03	6.98e-04	-3.7887449	-1.042677	-0.91254987		
U65404_PROBE1	2.21e-03	6.81e-04	-3.7979269	-1.043461	-1.16124827	KLF1	Kruppel like factor 1
NM_021574.1_PROBE1	2.19e-03	6.75e-04	-3.8011735	-1.044155	-0.52503998	BCR	BCR, RhoGEF and GTPase activating protein
1446642.1_PROBE1	2.20e-03	6.76e-04	-3.8006906	-1.047117	-0.52161087	CDAN1	codanin 1
NM_002894.1_PROBE1	2.28e-03	7.07e-04	3.7837887	-1.04833	0.63066302	RBBP8	RB binding protein 8, endonuclease
NM_020659.1_PROBE1	2.23e-03	6.86e-04	-3.7950017	-1.051511	-1.65224853	TTYH1	tweety family member 1
NM_018055.1_PROBE1	2.22e-03	6.82e-04	-3.7970159	-1.051677	-0.45644678	NODAL	nodal growth differentiation factor
7503134CB1_PROBE1	2.22e-03	6.82e-04	-3.7970005	-1.051948	-0.41608727	DUS3L	dihydrouridine synthase 3 like
256365.14_PROBE1	2.35e-03	7.30e-04	3.7717829	-1.053435	0.89089055	C20orf24	chromosome 20 open reading frame 24
NM_005439.1_PROBE1	2.29e-03	7.09e-04	-3.7830854	-1.053722	-0.65203529	MLF2	myeloid leukemia factor 2
7474496CB1_PROBE1	2.22e-03	6.84e-04	-3.7960445	-1.053964	-0.35324413	EIF2AK4	eukaryotic translation initiation factor 2 alpha kinase 4
1043844.1_PROBE1	2.38e-03	7.41e-04	-3.7662359	-1.056348	-0.47002261		
NM_003288.1_PROBE1	2.30e-03	7.12e-04	3.7810366	-1.058913	0.70123452	TPD52L2	tumor protein D52 like 2
208365.8_PROBE1	2.83e-03	9.02e-04	-3.6930174	-1.059332	-0.63653749	RPS6KL1	ribosomal protein S6 kinase like 1
BC011783_PROBE1	2.23e-03	6.86e-04	-3.7949464	-1.060546	-0.39474758	RPUSD1	RNA pseudouridylate synthase domain containing 1
AJ318887_PROBE1	2.24e-03	6.90e-04	-3.7927289	-1.060933	-0.64211644	PPP1R13B	protein phosphatase 1 regulatory subunit 13B
AB011180_PROBE1	2.71e-03	8.56e-04	-3.7125742	-1.062214	-0.81605887	TBC1D12	TBC1 domain family member 12
NM_006949.1_PROBE1	2.26e-03	6.98e-04	-3.7887651	-1.062394	-0.82340014	STXBP2	syntaxin binding protein 2
NM_015136.1_PROBE1	2.24e-03	6.90e-04	-3.7928802	-1.062769	-0.51218006	STAB1	stabilin 1
NM_014451.1_PROBE1	2.68e-03	8.45e-04	3.7174965	-1.063159	0.71706067	BBS9	Bardet-Biedl syndrome 9
NM_020041.1_PROBE1	2.83e-03	9.01e-04	3.6936687	-1.064286	0.81906383	SLC2A9	solute carrier family 2 member 9
AB051435_PROBE1	2.26e-03	6.99e-04	-3.7882623	-1.066119	-0.60084594	TTC28-AS1	TTC28 antisense RNA 1
132667.1_PROBE1	2.30e-03	7.12e-04	-3.7812629	-1.067296	-0.40923143		
AK001285_PROBE1	2.24e-03	6.91e-04	-3.7923293	-1.068359	-0.59218845	ANAPC13	anaphase promoting complex subunit 13
1447751.2_PROBE1	2.30e-03	7.14e-04	3.7800629	-1.069185	0.71225678	CD300LF	CD300 molecule like family member f
NM_030661.1_PROBE1	2.34e-03	7.27e-04	-3.7735507	-1.070055	-0.71378336	HOXA3	homeobox A3
NM_003366.1_PROBE1	2.27e-03	7.03e-04	3.7859824	-1.072685	0.62090971	UQCRC2	ubiquinol-cytochrome c reductase core protein II
1815359CB1_PROBE1	2.30e-03	7.12e-04	3.7814438	-1.073943	0.58601751	FDPS	farnesyl diphosphate synthase
NM_016468.1_PROBE1	2.48e-03	7.76e-04	3.7494682	-1.074675	1.29526881	COX16	COX16, cytochrome c oxidase assembly homolog
411304.7_PROBE1	2.27e-03	7.04e-04	-3.785657	-1.075313	-0.92249954	TEP1	telomerase associated protein 1
NM_020395.1_PROBE1	2.42e-03	7.56e-04	3.7588294	-1.076093	0.5526815	INTS12	integrator complex subunit 12
1501700.1_PROBE1	2.72e-03	8.60e-04	-3.711003	-1.076394	-0.68392729	LILRB3	leukocyte immunoglobulin like receptor B3
AW139719_PROBE1	2.47e-03	7.72e-04	-3.7513312	-1.076638	-0.78738929		
AB040922_PROBE1	2.28e-03	7.06e-04	-3.7846381	-1.077559	-0.56804286	KBTBD2	kelch repeat and BTB domain containing 2
NM_001324.1_PROBE1	2.31e-03	7.17e-04	3.778499	-1.081237	0.46583125	CSTF1	cleavage stimulation factor subunit 1
AI820729_PROBE1	2.29e-03	7.10e-04	-3.7821391	-1.081732	-0.68061675		
NM_001125.1_PROBE1	2.35e-03	7.31e-04	-3.771382	-1.083557	-0.93948587	ADPRH	ADP-ribosylarginine hydrolase
143130CB1_PROBE1	2.22e-03	6.83e-04	3.7967046	-1.085687	0.47362499	RPS3	ribosomal protein S3
NM_000922.1_PROBE1	2.64e-03	8.32e-04	3.7234506	-1.087099	0.5505745	PDE3B	phosphodiesterase 3B
NM_032369.1_PROBE1	2.32e-03	7.22e-04	3.7760813	-1.087131	0.70103655	HVCN1	hydrogen voltage gated channel 1
NM_023037.1_PROBE1	2.29e-03	7.10e-04	3.7823978	-1.087316	0.68668496	FRY	FRY microtubule binding protein
AB040901_PROBE1	2.59e-03	8.16e-04	3.7306408	-1.087445	1.00983507	KIAA1468	KIAA1468
411413CB1_PROBE1	2.40e-03	7.50e-04	3.7621851	-1.087727	0.72314042	CTSK	cathepsin K
1042372.1_PROBE1	2.30e-03	7.15e-04	-3.7794733	-1.089842	-0.44788059	AMBN	ameloblastin
NM_030810.1_PROBE1	2.30e-03	7.14e-04	3.7802226	-1.097428	0.82684565	TXNDC5	thioredoxin domain containing 5
474432.55_PROBE1	2.45e-03	7.65e-04	-3.7545108	-1.100504	-0.76461298	PHPT1	phosphohistidine phosphatase 1
1383332.16_PROBE1	2.47e-03	7.73e-04	3.7509387	-1.102334	1.0235217	LINC00623	long intergenic non-protein coding RNA 623
NM_032029.1_PROBE1	2.43e-03	7.59e-04	-3.7575064	-1.102591	-0.52482234	FCAMR	Fc fragment of IgA and IgM receptor
NM_001519.1_PROBE1	2.46e-03	7.68e-04	-3.7533138	-1.103889	-0.92214652	BRF1	BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit
NM_019042.1_PROBE1	2.77e-03	8.80e-04	3.7024372	-1.104272	0.8882462	PUS7	pseudouridylate synthase 7 (putative)
1378142.4_PROBE1	2.38e-03	7.41e-04	-3.7663975	-1.109616	-0.63014957	SBF1	SET binding factor 1
000398CB1_PROBE1	2.25e-03	6.94e-04	3.7906838	-1.111707	0.36790212	RPS11	ribosomal protein S11
242002.1_PROBE1	2.72e-03	8.59e-04	3.7113891	-1.115147	0.90328672		
236298.4_PROBE1	2.47e-03	7.70e-04	3.7520004	-1.116498	0.98905722	SREK1IP1	SREK1 interacting protein 1
891492.1_PROBE1	2.34e-03	7.28e-04	-3.7729591	-1.117329	-0.37902492		
