ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
NM_014241.1_PROBE1	2.84e-02	1.30e-02	2.6456201	-3.479045	0.67729345	HACD1	3-hydroxyacyl-CoA dehydratase 1
X83860_PROBE1	2.60e-02	1.17e-02	-2.6891697	-3.481091	-0.53553619	PTGER3	prostaglandin E receptor 3
NM_004278.1_PROBE1	2.21e-02	9.65e-03	-2.7687607	-3.483941	-0.51956604	PIGL	phosphatidylinositol glycan anchor biosynthesis class L
NM_006651.1_PROBE1	3.18e-02	1.48e-02	-2.5903001	-3.484294	-0.6205089	CPLX1	complexin 1
NM_001258.1_PROBE1	2.15e-02	9.34e-03	-2.7822825	-3.484583	-0.36490026	CDK3	cyclin dependent kinase 3
221076.9_PROBE1	2.57e-02	1.15e-02	2.695873	-3.485232	0.71340098		
366940.1_PROBE1	2.40e-02	1.06e-02	-2.731398	-3.485383	-0.56623024	MPLKIP	M-phase specific PLK1 interacting protein
NM_004671.1_PROBE1	2.83e-02	1.29e-02	-2.6476647	-3.485432	-0.5124118	PIAS2	protein inhibitor of activated STAT 2
NM_019081.1_PROBE1	2.13e-02	9.23e-03	2.7871847	-3.486338	0.39464058		
337506.1_PROBE1	2.09e-02	9.04e-03	-2.7956702	-3.487652	-0.45116708		
332623.2_PROBE1	2.43e-02	1.07e-02	2.7251521	-3.488252	0.39640618	TCEANC2	transcription elongation factor A N-terminal and central domain containing 2
989558.7_PROBE1	2.13e-02	9.22e-03	-2.7877628	-3.488888	-0.77976445		
235180.4_PROBE1	2.06e-02	8.85e-03	2.8045593	-3.490127	1.04127062	TMEM43	transmembrane protein 43
481834.8_PROBE1	2.41e-02	1.07e-02	-2.7279562	-3.491115	-0.43160725		
NM_005035.2_PROBE1	2.10e-02	9.08e-03	-2.7938101	-3.491157	-0.45882798	POLRMT	RNA polymerase mitochondrial
NM_003172.1_PROBE1	2.15e-02	9.31e-03	2.7838096	-3.492131	0.36831463	SURF1	surfeit 1
NM_006447.1_PROBE1	3.36e-02	1.57e-02	-2.5639159	-3.492165	-0.8360946	USP16	ubiquitin specific peptidase 16
NM_033208.1_PROBE1	2.49e-02	1.10e-02	-2.7127085	-3.492191	-0.44542287	TIGD7	tigger transposable element derived 7
NM_014960.1_PROBE1	2.75e-02	1.24e-02	2.6629427	-3.492644	0.57273939	ARSG	arylsulfatase G
NM_002488.1_PROBE1	2.07e-02	8.91e-03	2.8015408	-3.49356	0.96321064	NDUFA2	NADH:ubiquinone oxidoreductase subunit A2
NM_016619.1_PROBE1	2.06e-02	8.86e-03	2.8040377	-3.494408	0.41714264	PLAC8	placenta specific 8
1016223.1_PROBE1	2.30e-02	1.01e-02	-2.7509085	-3.494571	-0.50116945	KCNQ1	potassium voltage-gated channel subfamily Q member 1
NM_021798.1_PROBE1	2.19e-02	9.54e-03	-2.7735997	-3.494916	-0.40460133	IL21R	interleukin 21 receptor
202335.1_PROBE2	2.43e-02	1.08e-02	2.7234603	-3.496335	0.78783068	LGI3	leucine rich repeat LGI family member 3
NM_024882.1_PROBE1	2.48e-02	1.10e-02	-2.713284	-3.497352	-0.56854295	LINC00472	long intergenic non-protein coding RNA 472
267324CB1_PROBE1	2.06e-02	8.89e-03	-2.8025038	-3.497833	-0.56224637	PDLIM1	PDZ and LIM domain 1
NM_014773.1_PROBE1	2.18e-02	9.47e-03	2.7764327	-3.499182	0.35616838	KIAA0141	KIAA0141
NM_001877.1_PROBE1	2.37e-02	1.05e-02	2.7358286	-3.500095	0.48835929	CR2	complement component 3d receptor 2
NM_013323.1_PROBE1	2.09e-02	9.04e-03	-2.7958286	-3.500306	-0.3831111	SNX11	sorting nexin 11
NM_003897.1_PROBE1	2.08e-02	8.98e-03	-2.7986429	-3.500733	-0.93590368		
235282.1_PROBE1	2.09e-02	9.02e-03	2.7966307	-3.501212	0.52777828	GIMAP6	GTPase, IMAP family member 6
NM_004188.1_PROBE1	2.16e-02	9.35e-03	-2.7818698	-3.501671	-0.56315533	GFI1B	growth factor independent 1B transcriptional repressor
1100927.1_PROBE1	2.11e-02	9.13e-03	-2.7915115	-3.502149	-0.51063168	MRPL50	mitochondrial ribosomal protein L50
AB007969_PROBE1	2.27e-02	9.96e-03	2.755946	-3.502354	0.62527367	CLMN	calmin
NM_020444.1_PROBE2	2.16e-02	9.37e-03	2.7807999	-3.506321	0.40042303	KIAA1191	KIAA1191
NM_000148.1_PROBE1	2.53e-02	1.13e-02	-2.7040306	-3.50718	-0.4104845	FUT1	fucosyltransferase 1 (H blood group)
NM_025134.1_PROBE1	3.30e-02	1.54e-02	2.5729246	-3.50719	0.64469677	CHD9	chromodomain helicase DNA binding protein 9
NM_030761.1_PROBE1	2.41e-02	1.06e-02	-2.7294113	-3.507436	-0.48775489	WNT4	Wnt family member 4
NM_032837.1_PROBE1	2.10e-02	9.06e-03	2.7950486	-3.509227	0.73371321	FAM104A	family with sequence similarity 104 member A
1452432.10_PROBE1	2.10e-02	9.05e-03	-2.7952537	-3.509961	-0.36480911	ATXN7L3	ataxin 7 like 3
NM_014338.1_PROBE1	2.18e-02	9.51e-03	-2.7750353	-3.510658	-0.32890183	PISD	phosphatidylserine decarboxylase
NM_017791.1_PROBE1	3.16e-02	1.47e-02	2.5939088	-3.511315	0.72698988	FLVCR2	feline leukemia virus subgroup C cellular receptor family member 2
NM_019103.1_PROBE1	2.28e-02	1.00e-02	-2.7541203	-3.511793	-0.4785169	ZMAT5	zinc finger matrin-type 5
NM_015959.1_PROBE1	2.17e-02	9.45e-03	2.7775388	-3.512708	0.32905966	TMX2	thioredoxin related transmembrane protein 2
7487527CB1_PROBE1	2.10e-02	9.10e-03	-2.7928491	-3.513077	-0.4292829		
NM_006781.1_PROBE1	2.91e-02	1.33e-02	-2.6334416	-3.513274	-0.70367541	C6orf10	chromosome 6 open reading frame 10
NM_000207.1_PROBE1	2.25e-02	9.86e-03	-2.759963	-3.513913	-0.37539911	INS	insulin
NM_006122.1_PROBE1	2.10e-02	9.08e-03	2.7938627	-3.516076	0.50620882	MAN2A2	mannosidase alpha class 2A member 2
NM_032974.1_PROBE1	2.54e-02	1.13e-02	2.7026914	-3.516237	0.57591149	CASP10	caspase 10
BC012748_PROBE1	2.15e-02	9.30e-03	-2.7842715	-3.516306	-0.46738757	FBXO31	F-box protein 31
1115221.1_PROBE1	2.48e-02	1.10e-02	-2.713089	-3.516624	-0.85754461		
NM_024940.1_PROBE1	2.11e-02	9.15e-03	-2.7907016	-3.517338	-0.32485258	DOCK5	dedicator of cytokinesis 5
8048114CB1_PROBE1	2.99e-02	1.38e-02	-2.6207396	-3.517969	-0.64904303	FST	follistatin
360700.8_PROBE1	2.13e-02	9.23e-03	2.7871522	-3.519644	0.69313426	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1
NM_006196.2_PROBE1	2.14e-02	9.26e-03	2.7857897	-3.519697	0.58338364	PCBP1	poly(rC) binding protein 1
NM_017805.1_PROBE1	3.61e-02	1.72e-02	-2.5258014	-3.519735	-0.74094458	RASIP1	Ras interacting protein 1
1447373.1_PROBE1	2.29e-02	1.01e-02	-2.7518736	-3.521375	-0.68560987	ZNF395	zinc finger protein 395
AB011116_PROBE1	2.52e-02	1.12e-02	-2.706096	-3.523188	-0.40062609	MGRN1	mahogunin ring finger 1
AA747593_PROBE1	2.50e-02	1.11e-02	2.7095799	-3.524799	0.5218717	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent
AB032963_PROBE1	2.22e-02	9.68e-03	-2.7674183	-3.52583	-0.70002927	ATP8B2	ATPase phospholipid transporting 8B2
1464330CB1_PROBE1	2.39e-02	1.06e-02	-2.7318221	-3.527127	-0.84387553	SMAD5	SMAD family member 5
NM_003576.1_PROBE1	2.48e-02	1.10e-02	2.7143886	-3.528213	0.58764361	STK24	serine/threonine kinase 24
1502671.13_PROBE1	2.18e-02	9.47e-03	-2.7765053	-3.528344	-0.41914605		
NM_017763.1_PROBE1	2.59e-02	1.16e-02	-2.6909235	-3.528873	-0.64168883	RNF43	ring finger protein 43
1399298.1_PROBE1	3.40e-02	1.60e-02	-2.5577639	-3.529019	-0.65828417	EHF	ETS homologous factor
AB011145_PROBE1	2.47e-02	1.10e-02	-2.7156112	-3.529992	-0.56178386	ERP44	endoplasmic reticulum protein 44
AA034179_PROBE1	3.76e-02	1.80e-02	-2.5049996	-3.531102	-0.84493697	MGST1	microsomal glutathione S-transferase 1
1397996.5_PROBE1	2.50e-02	1.11e-02	-2.7093404	-3.53128	-0.67511933		
NM_004350.1_PROBE1	2.16e-02	9.35e-03	-2.7817557	-3.531524	-0.441104	RUNX3	runt related transcription factor 3
238019.7_PROBE1	2.24e-02	9.80e-03	-2.7626249	-3.531565	-0.28161352	RFT1	RFT1 homolog
1144358.1_PROBE1	2.16e-02	9.36e-03	2.7813908	-3.531763	1.46305607	ERLEC1	endoplasmic reticulum lectin 1
NM_003505.1_PROBE1	2.65e-02	1.19e-02	-2.6802541	-3.531876	-0.50657385	FZD1	frizzled class receptor 1
254032.1_PROBE1	2.30e-02	1.01e-02	-2.7506019	-3.531917	-0.56264367	METTL7A	methyltransferase like 7A
1387058.1_PROBE1	2.44e-02	1.08e-02	-2.722406	-3.533738	-0.44687018	CYHR1	cysteine and histidine rich 1
1398113.1_PROBE1	2.55e-02	1.14e-02	-2.7004797	-3.534382	-0.51919615	NAB2	NGFI-A binding protein 2
3045040CB1_PROBE1	4.09e-02	1.99e-02	-2.461621	-3.534544	-0.74356162	ADIPOQ	adiponectin, C1Q and collagen domain containing
NM_005503.1_PROBE1	2.14e-02	9.25e-03	-2.7862294	-3.534726	-0.38184384	APBA2	amyloid beta precursor protein binding family A member 2
NM_013236.1_PROBE1	2.48e-02	1.10e-02	2.7129866	-3.538864	0.48773887	ATXN10	ataxin 10
1328698.1_PROBE1	2.17e-02	9.41e-03	-2.7792286	-3.539937	-0.5701488	BLVRB	biliverdin reductase B
NM_012106.1_PROBE1	2.50e-02	1.11e-02	2.7096091	-3.540228	0.49384986	ARL2BP	ADP ribosylation factor like GTPase 2 binding protein
NM_001212.2_PROBE2	2.16e-02	9.39e-03	-2.7799337	-3.540315	-0.42131124	C1QBP	complement C1q binding protein
979011.2_PROBE1	2.71e-02	1.23e-02	2.6687719	-3.540323	0.5023357	AGO3	argonaute 3, RISC catalytic component
NM_052948.1_PROBE1	2.17e-02	9.43e-03	-2.7782921	-3.540582	-0.83537559	ARHGAP33	Rho GTPase activating protein 33
AL080213_PROBE1	2.35e-02	1.03e-02	-2.7404955	-3.540612	-0.37711349	PDE4DIP	phosphodiesterase 4D interacting protein
72675195CB1_PROBE1	2.42e-02	1.07e-02	-2.7268255	-3.541819	-0.77055627		
138748.1_PROBE1	2.42e-02	1.07e-02	-2.7269428	-3.542541	-0.6263665	SPRY3///AMD1P2	sprouty RTK signaling antagonist 3///adenosylmethionine decarboxylase 1 pseudogene 2
330882.12_PROBE1	2.20e-02	9.60e-03	-2.7710208	-3.543292	-0.36958849		
1103065.1_PROBE1	2.16e-02	9.35e-03	-2.7818766	-3.54348	-0.53893104		
NM_030953.1_PROBE1	3.18e-02	1.48e-02	2.5907346	-3.543587	0.73971766	TIGD6	tigger transposable element derived 6
2480493CB1_PROBE1	2.49e-02	1.11e-02	2.7116159	-3.543753	0.63885014	GPR176	G protein-coupled receptor 176
139495.1_PROBE1	3.49e-02	1.65e-02	-2.5441427	-3.544888	-0.74175325	COL15A1	collagen type XV alpha 1 chain
1446411.2_PROBE1	2.17e-02	9.43e-03	-2.7785182	-3.545087	-0.3808221		
2589371CB1_PROBE1	2.18e-02	9.49e-03	2.7759264	-3.545463	0.78651121	MS4A7	membrane spanning 4-domains A7
NM_018255.1_PROBE1	2.56e-02	1.14e-02	2.6980927	-3.54561	0.63662682	ELP2	elongator acetyltransferase complex subunit 2
BG826796_PROBE1	2.64e-02	1.19e-02	-2.682175	-3.548117	-0.80815526	NEDD8	neural precursor cell expressed, developmentally down-regulated 8
1001739.3_PROBE1	2.26e-02	9.90e-03	-2.7583617	-3.550589	-0.47366547		
1383002.4_PROBE1	2.20e-02	9.60e-03	-2.7708259	-3.550624	-0.53745584	KBTBD4	kelch repeat and BTB domain containing 4
NM_031433.1_PROBE1	2.22e-02	9.71e-03	-2.7663788	-3.551277	-0.54682252	MFRP	membrane frizzled-related protein
NM_005969.1_PROBE1	2.17e-02	9.44e-03	2.7780279	-3.551581	0.83144882	NAP1L4	nucleosome assembly protein 1 like 4
1100166.11_PROBE1	2.20e-02	9.59e-03	-2.7711966	-3.552083	-0.33721394		
NM_002877.1_PROBE1	2.28e-02	9.99e-03	-2.7546042	-3.552478	-0.41044369	RAD51B	RAD51 paralog B
NM_031442.1_PROBE1	3.77e-02	1.81e-02	-2.5036268	-3.552824	-0.70525447	TMEM47	transmembrane protein 47
BE537381_PROBE1	2.45e-02	1.09e-02	2.71957	-3.554032	0.39259437	COMMD2	COMM domain containing 2
6780619CB1_PROBE1	2.59e-02	1.16e-02	-2.6916669	-3.554678	-0.50902438		
NM_024068.1_PROBE1	2.48e-02	1.10e-02	-2.7133049	-3.555081	-0.49299427	NABP2	nucleic acid binding protein 2
NM_023920.1_PROBE1	2.84e-02	1.29e-02	-2.6466051	-3.556642	-0.63065736	TAS2R13	taste 2 receptor member 13
NM_018972.1_PROBE1	4.12e-02	2.01e-02	-2.4577686	-3.557154	-0.92575822	GDAP1	ganglioside induced differentiation associated protein 1
3268094CB1_PROBE1	2.85e-02	1.30e-02	2.6451295	-3.559869	0.66179629	HCRTR2	hypocretin receptor 2
NM_033028.1_PROBE1	2.64e-02	1.19e-02	2.6830546	-3.560385	0.68117883	BBS4	Bardet-Biedl syndrome 4
NM_012110.1_PROBE1	2.76e-02	1.25e-02	2.659568	-3.561381	0.88276263	CHIC2	cysteine rich hydrophobic domain 2
AB018317_PROBE1	4.06e-02	1.97e-02	-2.4659293	-3.561976	-0.93513066	MTUS2	microtubule associated tumor suppressor candidate 2
130095.1_PROBE1	2.25e-02	9.84e-03	2.7609036	-3.563267	1.01248787	EIF6	eukaryotic translation initiation factor 6
NM_004723.2_PROBE1	2.21e-02	9.64e-03	-2.7692245	-3.564299	-0.53747803	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2
NM_014726.1_PROBE1	2.49e-02	1.11e-02	-2.7117154	-3.565271	-0.66785874	TBKBP1	TBK1 binding protein 1
1382093CB1_PROBE1	2.20e-02	9.58e-03	2.7720341	-3.565376	0.48102897	MRPS26	mitochondrial ribosomal protein S26
AL117398_PROBE1	2.20e-02	9.59e-03	-2.7713074	-3.566244	-0.35639147	TJAP1	tight junction associated protein 1
1099498.23_PROBE1	3.09e-02	1.43e-02	2.6057953	-3.566615	0.49770568	APOC1P1///APOC1	apolipoprotein C1 pseudogene 1///apolipoprotein C1
978264.7_PROBE1	2.22e-02	9.70e-03	-2.7668303	-3.568272	-0.25943264	PLEKHG2	pleckstrin homology and RhoGEF domain containing G2
1453314.4_PROBE1	2.54e-02	1.13e-02	-2.7025811	-3.569469	-0.59159249	GTF2F2	general transcription factor IIF subunit 2
NM_004062.1_PROBE1	3.40e-02	1.60e-02	-2.5572392	-3.569658	-0.51687631	CDH16	cadherin 16
AK000878_PROBE2	2.84e-02	1.29e-02	2.646841	-3.573114	0.71582488		
1044448.11_PROBE1	2.71e-02	1.22e-02	-2.6699308	-3.57522	-0.61819096	LOC101928953	uncharacterized LOC101928953
337171.6_PROBE1	2.24e-02	9.80e-03	-2.7624008	-3.576293	-0.49377453	SFTPB	surfactant protein B
2639093CB1_PROBE1	2.75e-02	1.25e-02	-2.6613954	-3.576631	-0.66016049	GLRB	glycine receptor beta
NM_013314.1_PROBE1	2.33e-02	1.03e-02	-2.7437886	-3.576924	-0.55158196	BLNK	B-cell linker
NM_005876.1_PROBE1	2.22e-02	9.71e-03	-2.766394	-3.577166	-0.30905318	SPEG	SPEG complex locus
6320393CB1_PROBE1	2.40e-02	1.06e-02	-2.7312708	-3.579048	-0.35017298	PTCH2	patched 2
U36759_PROBE1	2.26e-02	9.89e-03	-2.7586927	-3.579443	-0.7883494	PTCRA	pre T-cell antigen receptor alpha
NM_007252.1_PROBE1	2.41e-02	1.07e-02	-2.727622	-3.58375	-0.59462072	POU6F2	POU class 6 homeobox 2
7488387CB1_PROBE1	3.55e-02	1.68e-02	-2.5346503	-3.583764	-0.80059417		
NM_032041.1_PROBE1	2.29e-02	1.00e-02	-2.7530294	-3.583828	-0.27855236	NCALD	neurocalcin delta
NM_004310.1_PROBE1	2.27e-02	9.94e-03	2.7566256	-3.583948	0.38893261	RHOH	ras homolog family member H
NM_018593.1_PROBE1	2.83e-02	1.29e-02	2.6471452	-3.584309	0.57201512	SLC16A10	solute carrier family 16 member 10
8102282CB1_PROBE1	2.52e-02	1.12e-02	-2.7057235	-3.584609	-0.61433183	SAG	S-antigen visual arrestin
204299.4_PROBE1	2.55e-02	1.14e-02	-2.6992949	-3.586437	-0.44406424	GLIPR1	GLI pathogenesis related 1
NM_002847.1_PROBE1	2.50e-02	1.11e-02	2.7104058	-3.59003	0.62319593	PTPRN2	protein tyrosine phosphatase, receptor type N2
NM_006351.1_PROBE1	2.61e-02	1.17e-02	-2.6884585	-3.59011	-0.41106412	TIMM44	translocase of inner mitochondrial membrane 44
AB014520_PROBE1	2.44e-02	1.08e-02	-2.72228	-3.590986	-0.50931575	PLXND1	plexin D1
NM_001177.2_PROBE1	2.92e-02	1.34e-02	2.6318535	-3.593675	0.61849956	ARL1	ADP ribosylation factor like GTPase 1
NM_006853.1_PROBE1	2.80e-02	1.27e-02	-2.6538385	-3.593683	-0.55377737	KLK11	kallikrein related peptidase 11
AK023450_PROBE1	2.26e-02	9.88e-03	2.7590277	-3.593857	0.51609936	ANTXR2	anthrax toxin receptor 2
1506022CB1_PROBE1	3.10e-02	1.43e-02	-2.6034822	-3.594844	-0.64900022	IRX4	iroquois homeobox 4
1452504.7_PROBE1	2.35e-02	1.03e-02	2.7404374	-3.595649	0.35266781		
1037080.1_PROBE1	2.55e-02	1.14e-02	2.699401	-3.595786	0.6791948		
NM_032470.1_PROBE1	2.60e-02	1.17e-02	-2.6893484	-3.595891	-0.55608355	TNXB	tenascin XB
NM_022728.1_PROBE1	3.58e-02	1.70e-02	-2.5304188	-3.595909	-0.70674041	NEUROD6	neuronal differentiation 6
NM_000756.1_PROBE1	2.69e-02	1.22e-02	-2.6728989	-3.598151	-0.55049789	CRH	corticotropin releasing hormone
D42043_PROBE1	2.49e-02	1.11e-02	-2.7109703	-3.599204	-0.84018415	RFTN1	raftlin, lipid raft linker 1
AB018258_PROBE1	2.95e-02	1.35e-02	-2.628191	-3.599816	-0.66042995	ATP10B	ATPase phospholipid transporting 10B (putative)
132928.1_PROBE1	2.46e-02	1.09e-02	-2.7182545	-3.600536	-0.33976414	ZSWIM6	zinc finger SWIM-type containing 6
340037.3_PROBE1	4.34e-02	2.14e-02	-2.4313192	-3.601025	-0.87040113	SVOP	SV2 related protein
AF070587_PROBE1	2.47e-02	1.09e-02	2.7168215	-3.601167	0.35986868	CCDC88C	coiled-coil domain containing 88C
NM_024554.1_PROBE1	3.90e-02	1.88e-02	-2.486222	-3.60141	-0.91624511		
NM_025213.1_PROBE1	2.28e-02	9.97e-03	-2.755361	-3.602248	-0.58780898	SPTBN4	spectrin beta, non-erythrocytic 4
NM_007063.1_PROBE1	2.29e-02	1.01e-02	2.7518198	-3.603228	0.65432939		
532018CB1_PROBE1	2.59e-02	1.16e-02	-2.6922764	-3.603259	-0.6416636	A1BG	alpha-1-B glycoprotein
AB014524_PROBE1	2.34e-02	1.03e-02	-2.7426538	-3.604108	-0.33954988	EXPH5	exophilin 5
NM_032909.1_PROBE1	2.64e-02	1.19e-02	2.6824068	-3.604377	0.49516823	ZCCHC14	zinc finger CCHC-type containing 14
NM_002290.2_PROBE1	3.78e-02	1.81e-02	-2.5027143	-3.60666	-0.58998498	LAMA4	laminin subunit alpha 4
NM_032883.1_PROBE1	2.61e-02	1.17e-02	-2.6877858	-3.606883	-0.37324342	TOX2	TOX high mobility group box family member 2
NM_006643.1_PROBE1	2.30e-02	1.01e-02	2.7512941	-3.607219	0.3116862	SDCCAG3	serologically defined colon cancer antigen 3
1111813.1_PROBE1	2.37e-02	1.04e-02	-2.7360474	-3.607545	-0.23405672	RPS26P48///TRSUP-CTA3-1///NRXN3	ribosomal protein S26 pseudogene 48///transfer RNA suppressor (CTA) 3-1///neurexin 3
4023947CB1_PROBE1	2.71e-02	1.22e-02	-2.6701482	-3.608416	-0.49860251	PPP3CA	protein phosphatase 3 catalytic subunit alpha
AK000295_PROBE1	2.30e-02	1.01e-02	-2.7498214	-3.609495	-0.344025	ANKHD1	ankyrin repeat and KH domain containing 1
4304592CB1_PROBE1	2.95e-02	1.35e-02	-2.6275121	-3.610136	-0.43918303	IL20	interleukin 20
NM_024417.1_PROBE1	2.30e-02	1.01e-02	-2.751188	-3.611649	-0.44108899	FDXR	ferredoxin reductase
NM_031952.1_PROBE1	3.63e-02	1.73e-02	2.5232334	-3.612215	0.62846613	SPATA9	spermatogenesis associated 9
8232280CB1_PROBE1	2.44e-02	1.08e-02	-2.7220271	-3.61295	-0.54580631	SIX4	SIX homeobox 4
NM_018076.1_PROBE1	2.31e-02	1.02e-02	-2.7474553	-3.614041	-0.38799117	ARMC4	armadillo repeat containing 4
1446661.1_PROBE1	2.87e-02	1.31e-02	-2.6400815	-3.614292	-0.70435172	VPS51	VPS51, GARP complex subunit
NM_017743.1_PROBE1	2.30e-02	1.01e-02	2.7499534	-3.616859	0.44775118	DPP8	dipeptidyl peptidase 8
340098.7_PROBE1	2.54e-02	1.14e-02	-2.7014526	-3.616907	-0.35752011		
3562763CB1_PROBE1	2.41e-02	1.06e-02	-2.7286076	-3.617684	-0.35038935	STK35	serine/threonine kinase 35
5622530CB1_PROBE1	2.37e-02	1.04e-02	2.7366912	-3.617755	1.51512374	LRRC38	leucine rich repeat containing 38
NM_004637.2_PROBE1	2.31e-02	1.01e-02	2.7486617	-3.619139	0.52857279	RAB7A	RAB7A, member RAS oncogene family
NM_001851.1_PROBE1	2.76e-02	1.25e-02	-2.6604274	-3.62116	-0.59296691	COL9A1	collagen type IX alpha 1 chain
NM_032254.1_PROBE1	3.08e-02	1.42e-02	-2.6063507	-3.6218	-0.56917188		
NM_018439.1_PROBE1	2.41e-02	1.06e-02	-2.7294108	-3.621867	-0.36442077	IMPACT	impact RWD domain protein
1867021CB1_PROBE1	2.31e-02	1.02e-02	2.7472675	-3.622753	0.47271771		
NM_015652.1_PROBE1	2.77e-02	1.26e-02	-2.6578479	-3.623249	-0.55772271	C10orf12	chromosome 10 open reading frame 12
121130CB1_PROBE1	2.32e-02	1.02e-02	2.7460015	-3.623434	0.79587199		
NM_032340.1_PROBE1	2.32e-02	1.02e-02	2.7461295	-3.624313	0.51763447	UQCC2	ubiquinol-cytochrome c reductase complex assembly factor 2
NM_001064.1_PROBE1	2.44e-02	1.08e-02	2.7219195	-3.624415	0.50095161	TKT	transketolase
129257.1_PROBE1	2.43e-02	1.08e-02	-2.723466	-3.625227	-0.53925699	FOSB	FosB proto-oncogene, AP-1 transcription factor subunit
229932.1_PROBE1	4.01e-02	1.95e-02	-2.4716848	-3.625975	-0.64762234	ACSS3	acyl-CoA synthetase short-chain family member 3
NM_015894.2_PROBE1	2.46e-02	1.09e-02	-2.7186743	-3.626183	-0.49405226	STMN3	stathmin 3
1453149.1_PROBE2	2.70e-02	1.22e-02	2.6715575	-3.627324	0.52543184		
NM_017938.1_PROBE1	2.32e-02	1.02e-02	-2.7451437	-3.627481	-0.47422304	TMEM255A	transmembrane protein 255A
NM_000259.1_PROBE1	2.37e-02	1.04e-02	-2.7361576	-3.629486	-0.41254093	MYO5A	myosin VA
NM_017736.1_PROBE1	3.35e-02	1.57e-02	2.5655884	-3.629923	0.63453654	THUMPD1	THUMP domain containing 1
1440430.1_PROBE1	2.43e-02	1.08e-02	-2.7237973	-3.630189	-0.60233304		
NM_018147.1_PROBE1	3.13e-02	1.45e-02	2.5983748	-3.631	0.9055366	FAIM	Fas apoptotic inhibitory molecule
NM_017726.1_PROBE1	3.64e-02	1.73e-02	-2.5224622	-3.632511	-0.68824343	PPP1R14D	protein phosphatase 1 regulatory inhibitor subunit 14D
AI955713_PROBE1	3.43e-02	1.62e-02	2.5522478	-3.63268	0.46162289	LOC105376714///SLC30A4	uncharacterized LOC105376714///solute carrier family 30 member 4
NM_006321.1_PROBE1	2.59e-02	1.16e-02	2.6912201	-3.632952	0.5339572	ARIH2	ariadne RBR E3 ubiquitin protein ligase 2
NM_005122.1_PROBE1	2.48e-02	1.10e-02	-2.7129726	-3.632962	-0.39122571	NR1I3	nuclear receptor subfamily 1 group I member 3
5845504CB1_PROBE1	2.86e-02	1.31e-02	-2.6421705	-3.633197	-0.45713664	SYN1	synapsin I
1454425.2_PROBE1	2.46e-02	1.09e-02	-2.7181529	-3.633673	-0.36297111		
1447594.1_PROBE1	2.77e-02	1.26e-02	-2.6583745	-3.633769	-0.75988436		
NM_000523.1_PROBE1	4.28e-02	2.11e-02	-2.4380096	-3.63387	-0.49566276	HOXD13	homeobox D13
1454626.8_PROBE1	3.53e-02	1.67e-02	2.5379052	-3.634634	0.65647162	IFT20	intraflagellar transport 20
NM_000875.2_PROBE1	2.31e-02	1.02e-02	-2.7474391	-3.635155	-0.36995536	IGF1R	insulin like growth factor 1 receptor
NM_000542.1_PROBE1	3.54e-02	1.68e-02	-2.5368586	-3.635518	-0.50631914	SFTPB	surfactant protein B
NM_002960.1_PROBE1	2.45e-02	1.09e-02	-2.7201156	-3.63562	-0.75750735	S100A3	S100 calcium binding protein A3
NM_005674.1_PROBE1	3.04e-02	1.40e-02	2.6126944	-3.635633	0.48014193	ZNF239	zinc finger protein 239
NM_003060.1_PROBE1	2.64e-02	1.19e-02	-2.681992	-3.636442	-0.43785106	SLC22A5	solute carrier family 22 member 5
2496006CB1_PROBE1	2.78e-02	1.26e-02	-2.6566587	-3.636774	-0.51605525		
AL137616_PROBE1	2.45e-02	1.09e-02	-2.7202169	-3.636858	-0.59290528		
NM_003559.1_PROBE1	2.48e-02	1.10e-02	-2.7137829	-3.637769	-0.32422829	PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase type 2 beta
NM_001425.1_PROBE1	2.44e-02	1.08e-02	-2.7218662	-3.639091	-0.41652924	EMP3	epithelial membrane protein 3
NM_032472.1_PROBE1	2.43e-02	1.08e-02	2.7237336	-3.639693	0.352023	PPIL3	peptidylprolyl isomerase like 3
X59755_PROBE1	3.06e-02	1.41e-02	-2.6104843	-3.639715	-0.87410953		
1263336CB1_PROBE1	2.43e-02	1.07e-02	2.7242135	-3.640308	0.44301864	PEBP1	phosphatidylethanolamine binding protein 1
217202.9_PROBE1	2.40e-02	1.06e-02	2.7305228	-3.640421	0.40886137		
120075.1_PROBE1	3.05e-02	1.41e-02	-2.6116059	-3.642569	-0.35620756		
NM_012256.1_PROBE1	2.44e-02	1.08e-02	-2.7225387	-3.642587	-0.31486255	ZNF212	zinc finger protein 212
NM_006638.1_PROBE1	2.88e-02	1.31e-02	2.6399278	-3.64479	0.54120481	RPP40	ribonuclease P/MRP subunit p40
NM_019055.1_PROBE1	3.83e-02	1.84e-02	-2.4954038	-3.645262	-0.71610159	ROBO4	roundabout guidance receptor 4
2948039CB1_PROBE1	3.08e-02	1.42e-02	-2.6064811	-3.645897	-0.54027891	NPHS2	NPHS2, podocin
NM_018691.1_PROBE1	2.58e-02	1.15e-02	2.6942264	-3.646214	0.38207326	FAM114A2	family with sequence similarity 114 member A2
143848.1_PROBE1	2.62e-02	1.18e-02	-2.6857265	-3.646693	-0.53440507		
